10,0,0.20697161526169205,[8, 56, 159, 59, 97, 51, 30, 90, 124, 68, 87]
10,2,0.16326405230444146,[8, 123, 108, 120, 67, 77, 68, 118, 148, 147, 112]
10,3,0.1736125000915294,[8, 55, 80, 122, 88, 62, 107, 91, 82, 172, 50]
10,5,0.17531890669362396,[8, 134, 114, 109, 142, 86, 31, 125, 108, 70, 159]
12,0,0.18627744294498377,[8, 65, 151, 60, 106, 59, 30, 90, 116, 74, 83]
12,3,0.16796695772930448,[8, 65, 89, 112, 98, 70, 97, 89, 82, 162, 58]
12,9,0.16597247742616783,[8, 111, 74, 71, 136, 91, 83, 79, 78, 74, 73]
13,0,0.16500160601886044,[8, 70, 146, 61, 111, 64, 31, 88, 111, 78, 80]
13,3,0.14915467629117196,[8, 68, 91, 109, 101, 71, 94, 89, 82, 159, 60]
13,4,0.171356161133905,[8, 120, 83, 80, 157, 77, 126, 98, 81, 135, 88]
13,5,0.14097527067166202,[8, 120, 118, 94, 156, 83, 32, 110, 93, 83, 144]
13,7,0.1478949073435371,[8, 105, 92, 98, 153, 91, 90, 99, 82, 96, 63]
15,8,0.18289899388075365,[8, 77, 120, 68, 153, 89, 29, 96, 90, 81, 84]
17,4,0.13115304204623346,[8, 120, 98, 92, 156, 82, 110, 107, 90, 120, 103]
18,3,0.14461627476287559,[8, 93, 102, 95, 126, 80, 79, 104, 88, 134, 85]
19,0,0.16412077021042418,[8, 100, 119, 87, 141, 78, 42, 103, 94, 92, 100]
20,1,0.14865376895018884,[8, 104, 103, 101, 157, 81, 87, 102, 87, 129, 131]
20,9,0.16185370396505103,[8, 118, 95, 92, 153, 83, 69, 105, 88, 94, 102]
21,8,0.13987230623827265,[8, 107, 102, 88, 155, 84, 52, 104, 89, 103, 100]
22,2,0.1471633860415874,[8, 121, 100, 102, 122, 80, 60, 110, 107, 130, 105]
23,5,0.13840954854651508,[8, 120, 103, 94, 156, 82, 57, 109, 92, 107, 120]
30,9,0.14474147033584478,[8, 120, 97, 92, 155, 82, 102, 107, 89, 112, 103]
35,0,0.15974301749381742,[8, 116, 102, 91, 153, 81, 98, 106, 91, 114, 102]
35,2,0.12939799996283646,[8, 120, 99, 93, 147, 82, 97, 107, 92, 120, 103]
49,0,0.12593933217183695,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
56,6,0.1408550023945064,[8, 119, 103, 85, 150, 83, 81, 102, 89, 111, 97]
74,7,0.14500245976484014,[8, 115, 97, 94, 148, 84, 95, 105, 89, 114, 93]
82,9,0.13325225290423784,[8, 119, 99, 93, 148, 82, 98, 107, 92, 119, 103]
103,4,0.12918120380984846,[8, 119, 99, 93, 151, 82, 103, 107, 91, 120, 103]
127,7,0.14377310699102402,[8, 117, 98, 93, 147, 83, 96, 106, 90, 116, 97]
129,3,0.14303663847611658,[8, 117, 99, 94, 145, 81, 95, 107, 92, 121, 101]
151,5,0.13234173002569877,[8, 119, 100, 93, 149, 82, 87, 108, 92, 117, 107]
206,8,0.13908267262900212,[8, 116, 100, 92, 149, 82, 87, 106, 91, 116, 102]
233,5,0.13198657453859738,[8, 119, 99, 93, 148, 82, 94, 107, 92, 119, 104]
237,1,0.13431846243812084,[8, 116, 100, 95, 149, 82, 95, 106, 91, 122, 108]
238,3,0.14077752377470631,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
268,3,0.1178509554038409,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
276,1,0.12472099576569451,[8, 118, 99, 93, 147, 82, 97, 107, 92, 120, 104]
370,5,0.13092377465333632,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
408,4,0.12050729431016785,[8, 119, 99, 93, 148, 82, 98, 107, 92, 120, 103]
420,2,0.12890174911573477,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
426,7,0.14354904777858157,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
442,6,0.14053540165735856,[8, 119, 100, 92, 147, 82, 94, 106, 92, 119, 102]
499,7,0.13750175316265828,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
551,6,0.13966057468871027,[8, 119, 99, 93, 147, 82, 95, 107, 92, 120, 103]
570,7,0.13479626543735926,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
726,6,0.13212403019511393,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
899,1,0.12432624969733748,[8, 119, 99, 93, 147, 82, 97, 107, 92, 120, 103]
